id,budget,original_language,popularity,runtime,revenue,has_homepage,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,Thriller,War,Western,overview_count,overview_life,overview_find,overview_one,overview_new,overview_love,company_count,production_company_Warner Bros.,production_company_Universal Pictures,production_company_Paramount Pictures,production_company_Twentieth Century Fox Film Corporation,production_country_count,release_month,release_day,release_year,dayofweek,spoken_language_count,has_Released,tagline_count,tagline_one,tagline_love,tagline_world,tagline_life,tagline_stori,tagline_man,title_count,keyword_count,keyword_relationship,keyword_base,keyword_woman,keyword_film,keyword_murder,keyword_love,cast_1,cast_2,cast_3,cast_count,crew_count
2126,160000000,en,11.268531,121.0,164508066,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,29,0,0,0,1,0,2,0,0,0,1,1,6,13,1997,4,2,1,10,0,0,0,0,0,0,4,6,0,0,0,0,0,0,Sandra Bullock,Jason Patric,Jason Patric,16.0,103
2127,200000000,en,185.33099199999998,137.0,863416141,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,0,0,0,0,0,2,0,0,0,0,1,4,19,2017,2,1,1,1,0,0,0,0,0,0,6,8,0,1,0,0,0,0,Chris Pratt,Zoe Saldana,Zoe Saldana,63.0,131
2128,60000000,en,8.142251,87.0,93375151,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,6,1,0,0,0,1,7,4,2001,2,4,1,5,0,0,0,0,0,0,2,5,0,0,0,0,0,0,Jeff Goldblum,Elizabeth Perkins,Elizabeth Perkins,8.0,10
2129,7000000,en,11.370288,164.0,8373585,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,77,1,0,0,0,1,2,0,1,0,0,2,8,12,1988,4,1,1,0,0,0,0,0,0,0,5,11,0,0,0,0,0,0,Willem Dafoe,Harvey Keitel,Harvey Keitel,15.0,8
2130,0,it,1.051148,94.0,13983,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,40,0,1,0,0,0,0,0,0,0,0,0,9,6,2013,4,3,1,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,Manuela Martelli,Rutger Hauer,Rutger Hauer,7.0,3
2131,20000000,en,14.27281,86.0,78378744,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,1,0,0,0,0,1,4,11,2013,3,1,1,5,0,0,0,0,0,0,3,5,0,0,0,0,0,0,Simon Rex,Ashley Tisdale,Ashley Tisdale,19.0,22
2132,27000000,en,10.956665,101.0,129000000,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,85,1,0,1,0,0,1,0,1,0,0,2,4,26,2002,4,1,1,7,1,0,0,0,0,0,3,8,0,0,0,0,0,0,Hugh Grant,Nicholas Hoult,Nicholas Hoult,33.0,17
2133,24000000,en,13.765241,89.0,99965753,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,64,1,1,0,0,0,6,0,0,0,1,2,11,21,2007,2,3,1,2,0,0,0,0,0,0,1,17,0,1,0,0,0,0,Timothy Olyphant,Dougray Scott,Dougray Scott,11.0,17
2134,42000000,en,5.510805,100.0,11087569,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,32,0,0,0,0,0,1,0,0,0,0,2,12,2,2010,3,2,1,3,0,0,0,0,0,0,4,7,0,0,0,0,0,0,Kate Bosworth,Jang Dong-gun,Jang Dong-gun,13.0,22
2135,160000000,en,12.643312,132.0,300257475,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50,0,0,0,0,0,3,0,1,0,0,2,5,5,2004,2,2,1,6,1,0,0,0,0,0,2,11,0,0,0,0,0,0,Hugh Jackman,Kate Beckinsale,Kate Beckinsale,15.0,130
2136,380000000,en,27.88772,136.0,1045713802,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,80,0,1,0,0,1,3,0,0,0,0,1,5,14,2011,5,2,1,5,0,0,0,0,0,0,7,16,0,0,0,0,0,0,Johnny Depp,Penélope Cruz,Penélope Cruz,36.0,39
2137,0,en,5.612379,84.0,11567217,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,1,1,0,0,0,1,3,9,1989,3,1,1,14,0,0,0,0,0,0,6,7,0,0,0,0,0,0,Bubba Smith,David Graf,David Graf,11.0,7
2138,25000000,en,6.036408,113.0,1037335,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,64,1,1,0,0,0,1,0,0,0,0,1,2,27,2009,4,1,1,17,1,0,0,0,0,0,2,2,0,0,0,0,0,0,Harrison Ford,Ray Liotta,Ray Liotta,15.0,2
2139,1700000,en,12.843375,88.0,9700000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,38,0,0,0,0,0,2,0,0,0,1,1,6,29,1972,3,1,1,17,0,0,0,0,0,0,7,7,0,0,0,0,0,0,Roddy McDowall,Don Murray,Don Murray,29.0,8
2140,60000000,en,8.581558,113.0,105200903,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,112,0,0,0,0,0,4,1,0,0,0,1,1,10,2013,3,1,1,6,0,0,0,0,0,0,2,2,0,0,0,0,0,0,Josh Brolin,Ryan Gosling,Ryan Gosling,40.0,81
2141,0,en,3.451518,101.0,4291965,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,65,1,0,0,0,0,3,0,0,0,0,4,10,27,2006,4,3,1,7,0,0,0,0,0,0,3,6,0,0,0,0,0,0,Tim Robbins,Derek Luke,Derek Luke,13.0,13
2142,30000000,en,19.511221,121.0,84025816,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,31,0,0,0,0,0,3,0,0,0,0,1,9,17,2015,3,2,1,8,0,0,0,0,0,0,1,17,0,0,0,0,1,0,Emily Blunt,Benicio del Toro,Benicio del Toro,41.0,63
2143,2000000,en,10.650752,128.0,4905000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,2,0,0,0,0,1,10,22,1960,4,2,1,9,0,0,0,0,0,0,3,11,0,0,0,0,0,0,Yul Brynner,Eli Wallach,Eli Wallach,30.0,36
2144,5000000,en,5.874458,88.0,15179302,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,30,1,0,0,1,0,2,0,0,0,0,1,2,28,2013,3,1,1,3,0,0,0,0,0,0,5,1,0,0,0,0,0,0,Ashley Bell,Julia Garner,Julia Garner,7.0,3
2145,0,en,1.797462,96.0,551281,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,42,0,0,0,0,0,2,0,0,0,0,1,3,1,1996,4,1,1,8,1,0,0,0,0,0,3,24,0,0,0,1,0,0,Sam Elliott,Charles Martin Smith,Charles Martin Smith,35.0,75
2146,8000000,en,9.631158000000001,90.0,22433275,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,81,1,0,0,0,0,2,0,0,0,1,1,7,6,1988,2,1,1,6,0,0,0,0,0,0,3,6,0,0,0,0,0,0,Corey Haim,Corey Feldman,Corey Feldman,8.0,10
2147,0,en,2.643111,91.0,181107,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,114,1,0,0,0,0,0,0,0,0,0,1,6,14,2012,3,2,1,5,0,0,0,0,0,0,4,10,0,0,1,0,0,0,Ai Weiwei,Dan-qing Chen,Dan-qing Chen,2.0,2
2148,3200000,en,11.504558,136.0,33395426,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,33,0,0,0,1,0,2,0,0,1,0,1,6,12,1968,1,1,1,5,0,0,0,0,0,0,3,10,0,0,1,0,0,0,Mia Farrow,John Cassavetes,John Cassavetes,23.0,14
2149,0,en,8.761268,90.0,22707064,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,70,1,1,0,0,1,3,0,0,0,0,2,2,29,2008,4,3,1,0,0,0,0,0,0,0,3,8,0,0,1,0,0,0,Colin Firth,Uma Thurman,Uma Thurman,18.0,4
2150,40000000,en,7.622875,99.0,138259062,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,9,0,0,0,1,1,1,26,2006,3,1,1,7,0,0,0,0,0,0,5,10,0,0,1,0,0,0,Martin Lawrence,Nia Long,Nia Long,9.0,11
2151,5000000,ru,0.414793,0.0,3919731,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10,12,2006,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Artyom Tkachenko,Chulpan Khamatova,Chulpan Khamatova,4.0,7
2152,27000000,en,7.436000999999999,80.0,13670688,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,69,0,0,0,0,0,2,0,0,0,1,1,11,23,1994,2,5,1,7,0,0,0,0,0,0,2,3,0,0,0,0,0,0,Macaulay Culkin,Christopher Lloyd,Christopher Lloyd,22.0,22
2153,10000000,en,4.468247,84.0,20342161,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,7,0,0,1,1,1,2,23,2007,4,2,1,10,0,0,0,0,0,0,3,11,0,0,0,0,0,0,Lennie Loftin,Danny DeVito,Danny DeVito,28.0,20
2154,0,es,1.021641,88.0,519204,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,1,0,0,0,0,1,11,1,1979,3,1,1,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,Antonio Cantafora,José Luis Ayestarán,José Luis Ayestarán,18.0,16
2155,3000000,ru,0.8782549999999999,99.0,9713500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,1,0,0,0,0,2,9,18,2008,3,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,Pavel Derevyanko,Anna Semenovich,Anna Semenovich,16.0,2
2156,14000000,en,9.071127,100.0,19800000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,54,0,0,0,0,0,1,0,0,1,0,1,10,26,1995,3,1,1,7,0,0,0,0,0,0,3,2,0,0,0,0,0,0,Eddie Murphy,Angela Bassett,Angela Bassett,9.0,11
2157,68000000,en,7.694847,136.0,75715436,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,73,0,0,0,0,0,5,0,0,0,0,1,3,21,2003,4,1,1,12,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Morgan Freeman,Thomas Jane,Thomas Jane,16.0,88
2158,8000000,en,15.206957000000001,89.0,52287414,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,1,0,0,0,4,0,0,0,0,1,8,22,1986,4,1,1,29,0,0,0,1,0,0,3,12,0,1,0,0,0,0,Wil Wheaton,River Phoenix,River Phoenix,16.0,14
2159,50000000,en,6.936677,119.0,34808403,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,60,1,0,0,1,0,2,0,0,0,0,1,12,10,2004,4,7,1,8,0,0,0,1,0,0,6,6,0,0,0,1,0,0,Bill Murray,Anjelica Huston,Anjelica Huston,16.0,21
2160,3500159,en,6.262677,112.0,76578641,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,72,0,0,1,0,0,4,0,0,0,0,4,4,11,2002,3,2,1,12,0,0,0,0,0,0,4,11,0,0,1,0,0,0,Parminder Nagra,Keira Knightley,Keira Knightley,13.0,22
2161,0,en,10.03628,106.0,17671101,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,51,0,0,0,0,0,6,0,0,0,0,2,10,1,2015,3,1,1,5,0,0,0,0,0,0,1,2,0,0,0,0,0,0,Ethan Hawke,Emma Watson,Emma Watson,25.0,44
2162,11000000,en,11.333125,106.0,153083102,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,37,0,0,0,0,0,2,1,0,0,0,1,6,7,1984,3,2,1,17,0,0,0,0,0,0,1,18,1,0,0,0,0,0,Zach Galligan,Phoebe Cates,Phoebe Cates,18.0,18
2163,0,en,7.817811,127.0,38290723,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,66,0,0,0,0,0,2,0,0,0,0,1,1,11,1995,2,1,1,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,Omar Epps,Kristy Swanson,Kristy Swanson,14.0,10
2164,600000,en,6.854576,95.0,185898,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,63,0,0,0,0,0,1,0,0,0,0,1,1,1,1994,5,1,1,10,0,0,0,0,0,0,6,13,0,0,0,0,0,0,Renée Zellweger,Matthew McConaughey,Matthew McConaughey,34.0,11
2165,60000000,en,12.975936,124.0,101134059,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0,1,0,0,4,0,0,0,0,1,12,24,2015,3,2,1,0,0,0,0,0,0,0,1,6,0,1,1,0,0,0,Jennifer Lawrence,Bradley Cooper,Bradley Cooper,67.0,89
2166,14000000,en,14.443361999999999,108.0,10076790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,70,0,0,1,0,0,3,0,0,0,0,1,10,14,2014,1,1,1,6,0,0,0,0,0,0,2,7,0,0,0,0,1,1,Karl Urban,James Marsden,James Marsden,16.0,14
2167,50000000,en,15.874491,107.0,60209334,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,21,0,0,0,0,0,3,0,0,0,1,1,8,2,1996,4,1,1,5,0,0,0,0,0,0,2,6,0,0,0,0,0,0,Keanu Reeves,Morgan Freeman,Morgan Freeman,75.0,23
2168,103000000,en,25.085639,100.0,362000072,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,2,0,0,0,0,1,5,23,2013,3,1,1,3,0,0,0,0,0,0,4,2,0,0,0,0,0,0,Bradley Cooper,Ed Helms,Ed Helms,32.0,92
2169,0,en,6.969947,84.0,2500431,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,1,0,2,0,0,0,0,2,8,14,2015,4,1,1,4,0,0,0,0,0,0,2,2,0,0,0,0,0,0,None,Greta Gerwig,Greta Gerwig,16.0,21
2170,658000,en,9.072006,90.0,23800000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,24,0,0,0,1,0,2,1,0,0,0,1,4,10,1953,3,1,1,6,0,0,0,0,0,0,3,11,0,0,0,0,0,0,Vincent Price,Frank Lovejoy,Frank Lovejoy,12.0,12
2171,4000000,en,11.223033000000001,118.0,15656193,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,43,0,1,0,0,0,17,0,0,0,0,5,10,8,2015,3,2,1,4,0,1,0,0,1,0,2,1,0,0,0,0,0,0,Colin Farrell,Rachel Weisz,Rachel Weisz,22.0,46
2172,2500000,en,0.46335,100.0,71904,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,6,0,0,0,0,1,8,24,2007,4,1,1,10,0,0,0,0,0,0,4,5,0,0,0,0,0,0,Carly Schroeder,Adrian Dunbar,Adrian Dunbar,16.0,3
2173,24000000,en,12.596956,119.0,133000000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,102,0,1,0,0,0,1,0,0,1,0,1,11,25,1986,1,2,1,13,0,0,0,0,0,0,6,8,0,0,0,0,0,0,William Shatner,Leonard Nimoy,Leonard Nimoy,15.0,17
2174,0,it,4.709454,100.0,9500000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,1,0,1,0,1,4,0,0,0,0,1,3,19,2013,1,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,Claudio Bisio,Kasia Smutniak,Kasia Smutniak,15.0,11
2175,0,fa,1.342194,78.0,37598,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,2,0,0,0,0,2,8,13,1996,1,1,1,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,None,Mirhadi Tayebi,Mirhadi Tayebi,7.0,9
2176,22000000,en,7.106953999999999,106.0,17336370,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,74,1,0,0,0,0,3,0,0,0,0,1,8,7,1987,4,1,1,10,0,0,0,0,0,0,4,9,0,0,0,0,0,0,Dolph Lundgren,Frank Langella,Frank Langella,24.0,80
2177,5300000,fr,5.94395,122.0,3897799,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,32,0,0,0,0,1,1,0,0,0,0,1,5,17,2002,4,7,1,19,0,0,0,0,0,0,3,13,1,0,0,0,0,0,Romain Duris,Audrey Tautou,Audrey Tautou,20.0,11
2178,12000000,en,6.631355999999999,93.0,61141030,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,156,0,0,1,0,1,2,0,0,1,0,1,2,15,2002,4,1,1,5,0,0,0,0,0,0,1,30,1,0,1,0,0,0,Britney Spears,Zoe Saldana,Zoe Saldana,32.0,129
2179,20000000,en,6.372278,124.0,60427839,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,101,0,0,0,0,1,3,0,0,0,0,1,9,6,2003,5,1,1,5,0,0,0,1,0,0,2,9,0,0,0,0,0,0,Sean Penn,Naomi Watts,Naomi Watts,27.0,14
2180,72000000,en,9.807552000000001,131.0,27642707,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,17,0,0,0,0,0,1,0,0,0,0,1,10,19,2001,4,1,1,7,1,0,0,0,0,0,3,2,0,0,0,0,0,0,Robert Redford,James Gandolfini,James Gandolfini,11.0,15
2181,25000000,en,12.602438000000001,138.0,156822020,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,19,0,0,0,0,0,4,1,0,0,0,1,10,7,2003,1,1,1,8,0,0,0,0,0,0,2,10,0,0,0,0,0,0,Sean Penn,Tim Robbins,Tim Robbins,25.0,13
2182,0,en,7.10005,83.0,43579163,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,1,0,0,2,1,0,0,0,1,3,20,1986,3,1,1,3,0,0,0,0,0,0,6,2,0,0,0,0,0,0,Steve Guttenberg,Bubba Smith,Bubba Smith,16.0,6
2183,70000000,en,14.116473999999998,125.0,32287044,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,155,1,0,0,0,0,4,0,0,0,0,1,2,15,2002,4,2,1,4,0,0,0,0,0,0,3,11,0,0,0,0,0,0,Bruce Willis,Colin Farrell,Colin Farrell,20.0,20
2184,0,en,5.141952,92.0,918239,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,1,0,0,1,0,1,4,17,1992,4,1,1,8,1,0,0,0,0,0,2,3,0,0,0,0,0,0,Mel Smith,Bob Nelson,Bob Nelson,9.0,5
2185,13000000,en,10.098539,107.0,18000000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,99,1,1,0,0,0,1,0,0,0,0,1,3,21,2013,3,1,1,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0,Tina Fey,Paul Rudd,Paul Rudd,29.0,5
2186,47000000,en,11.618792,154.0,7191399,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,20,0,0,0,1,0,9,0,0,1,0,5,10,9,1992,4,1,1,13,0,0,0,0,0,0,4,5,0,0,0,0,0,0,Gérard Depardieu,Armand Assante,Armand Assante,18.0,58
2187,74050,en,2.789574,98.0,176153,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,10,0,0,0,0,4,9,15,2004,2,1,1,15,0,0,0,0,1,0,7,23,0,0,1,1,0,0,Asia Argento,Jimmy Bennett,Jimmy Bennett,17.0,13
2188,10000000,en,7.807741,89.0,3193102,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,81,0,1,0,0,0,1,0,0,0,0,1,5,15,1999,5,2,1,4,0,0,0,0,0,0,2,16,0,0,0,0,0,0,Terence Stamp,Lesley Ann Warren,Lesley Ann Warren,14.0,31
2189,5000000,en,3.6210519999999997,116.0,1980338,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,71,0,1,0,0,0,3,0,0,0,0,1,1,30,1998,4,1,1,6,0,0,1,0,0,0,2,3,0,0,0,1,0,0,Bill Pullman,Ben Stiller,Ben Stiller,15.0,9
2190,4500000,en,0.31303200000000003,142.0,3200000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,62,0,0,0,1,0,2,1,0,0,0,1,12,20,1954,6,1,1,16,0,0,0,0,0,0,3,4,0,0,0,0,0,0,Virginia Mayo,Pier Angeli,Pier Angeli,27.0,14
2191,1688000,en,5.076649,133.0,2270000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,1,0,1,0,0,0,0,1,1,1,1939,5,2,1,5,0,0,0,0,0,0,2,12,1,1,0,0,0,0,Norma Shearer,Joan Crawford,Joan Crawford,118.0,28
2192,44000000,en,6.273130999999999,99.0,48190704,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,102,0,1,0,0,1,3,0,1,0,0,1,5,1,2010,5,1,1,4,0,0,0,1,0,0,3,5,1,1,0,0,0,0,Zac Efron,Amanda Crew,Amanda Crew,25.0,8
2193,36000000,cn,8.970494,105.0,156844753,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,28,0,0,0,0,0,1,0,0,0,0,1,12,19,2015,5,4,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,Donnie Yen,Lynn Hung,Lynn Hung,16.0,17
2194,10000000,ja,8.278525,101.0,1461989,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,43,0,0,0,1,0,8,0,0,0,0,1,4,17,2004,5,1,1,6,0,0,0,0,0,0,1,10,0,0,0,0,0,0,Ai Kobayashi,Jūrōta Kosugi,Jūrōta Kosugi,12.0,18
2195,27000000,en,11.953822,98.0,93282604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,23,0,0,0,0,0,5,0,0,0,0,1,5,12,2016,3,1,1,6,0,0,0,0,0,0,2,11,0,0,1,0,0,0,George Clooney,Julia Roberts,Julia Roberts,53.0,9
2196,0,en,0.8762969999999999,102.0,346297,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,89,0,0,0,0,0,5,0,0,0,0,2,9,2,1988,4,2,1,14,0,0,0,0,0,1,2,12,0,0,0,0,1,0,Pierce Brosnan,Shashi Kapoor,Shashi Kapoor,13.0,14
2197,0,en,7.757913,107.0,773228,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,22,0,0,0,0,0,4,0,0,0,0,2,1,16,2002,2,2,1,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,James Nesbitt,Allan Gildea,Allan Gildea,25.0,3
2198,5800000,en,4.412564,133.0,6800000,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,121,0,0,0,0,0,3,0,0,0,0,2,9,21,1964,6,2,1,8,0,0,0,0,0,0,2,13,0,0,0,0,0,0,Burt Lancaster,Paul Scofield,Paul Scofield,24.0,14
2199,3500000,ru,0.5246529999999999,95.0,179000,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,72,0,0,0,0,0,1,0,0,0,0,1,8,21,2014,3,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,Dmitriy Sharakois,Anastasiya Zadorozhnaya,Anastasiya Zadorozhnaya,15.0,2
2200,20000000,en,6.916200999999999,105.0,33889159,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,73,0,0,0,1,1,2,0,0,0,0,1,3,17,2006,4,1,1,12,0,0,0,0,0,0,4,13,0,0,0,0,0,0,Amanda Bynes,Channing Tatum,Channing Tatum,15.0,9
2201,80000000,en,15.001681,126.0,280000000,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,2,1,0,0,0,2,6,19,1992,4,1,1,6,0,0,0,0,0,0,2,19,0,0,0,0,0,0,Michael Keaton,Danny DeVito,Danny DeVito,11.0,16
2202,7000000,en,5.799861,95.0,6147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,29,0,0,0,1,0,3,0,0,0,0,1,1,24,2013,3,1,1,3,0,0,0,0,0,0,1,5,0,0,0,0,1,1,Ed Harris,January Jones,January Jones,9.0,23
2203,70000000,en,12.687521,87.0,182379278,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,4,1,0,0,0,1,9,22,2016,3,1,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,Andy Samberg,Katie Crown,Katie Crown,15.0,12
2204,0,en,4.857726,97.0,1896244,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,1,8,14,2009,4,1,1,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,Jimmy Page,The Edge,The Edge,4.0,2
2205,40000000,en,10.829432,109.0,28169671,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,53,0,1,0,0,0,1,0,1,0,0,1,10,23,2009,4,1,1,8,0,0,0,0,0,0,7,7,0,1,0,0,0,0,John C. Reilly,Josh Hutcherson,Josh Hutcherson,24.0,7
2206,6500000,en,9.785147,112.0,98410061,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,8,0,0,0,0,2,1,13,2004,1,5,1,11,0,0,0,0,0,0,1,11,0,0,0,0,0,0,Sandra Bullock,Don Cheadle,Don Cheadle,52.0,40
2207,20000000,en,2.651408,114.0,18253415,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,85,0,1,0,0,0,2,0,0,0,0,1,9,11,1998,4,1,1,8,0,0,0,0,0,0,2,1,0,0,0,0,0,0,None,Ashley Judd,Ashley Judd,10.0,10
2208,65000000,en,12.954444,113.0,261317921,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,49,0,1,0,0,0,3,0,0,0,0,1,6,1,1990,4,1,1,9,0,0,0,0,0,0,2,15,0,0,0,0,0,0,Arnold Schwarzenegger,Sharon Stone,Sharon Stone,21.0,24
2209,0,en,7.007739,111.0,6698361,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,2,0,0,0,0,1,8,24,1990,4,2,1,6,0,0,0,0,0,0,6,4,0,0,0,0,0,0,Chuck Norris,Billy Drago,Billy Drago,7.0,2
